timestamp,request_id,trace_id,user_id,jwt_token_hash,device_id,ip_address,user_agent,endpoint,method,request_size_bytes,sender_id,receiver_id,amount,transaction_type,response_code,business_code,response_time_ms,response_size_bytes,label
2025-08-21 07:02:32.000,e25b8164-7d1d-499d-bbaf-ae77057bde24,72cc5a0b-ab1b-4066-9109-1376b1fb370d,USR_05018,5b538d26c5fb0c37069519ae8b3bf39c,DEV_21948,153.21.242.158,python-requests/2.28.1,/transaction/history,GET,172,ACC_05018,,,INQUIRY,200,00,49,1368,1
2025-08-21 07:11:46.000,d8c7a359-d96a-4409-9ef2-0b08e30e32ef,83e8d370-d043-4a99-939c-97c27a027c69,USR_05040,612663add701be2f53dbcabd2027e7a9,DEV_28778,56.64.232.22,python-requests/2.28.1,/transaction/history,GET,257,ACC_05040,,,INQUIRY,200,00,96,1505,1
2025-08-21 16:26:31.000,d146dd2a-a586-476c-bbe5-a2fbb2578bf0,6d3ff770-fcdb-4dec-9a40-b473373f4ab9,USR_02696,9b9c1972e9037a1e2fa3520f63afc5f2,DEV_73577,97.23.236.82,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/login,POST,1188,ACC_02696,,,,200,00,178,1993,0
2025-08-21 18:14:54.000,f33896ca-4ac3-4611-aaea-dcc827af34fe,f761dedb-0679-4cb0-8d14-218b09667fd5,USR_00552,1fd96affdcee2814dd2fedd6821b9013,DEV_67939,216.97.249.129,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/transfer,POST,319,ACC_00552,ACC_62218,2068000.0,TRANSFER,200,00,182,607,0
2025-08-21 16:58:53.000,89e187a8-d72b-4f71-9338-27546a08a9c4,b9725778-12e7-47b7-9b5a-fde48e93a042,USR_02323,aa9de1411d2b2c3cf4892ae727746302,DEV_65372,27.182.104.8,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/transfer,POST,395,ACC_02323,ACC_24215,7108000.0,TRANSFER,200,00,396,4403,0
2025-08-21 07:14:46.000,73a0d16c-9048-4850-ab31-f3ef336112cc,9dcd88a8-7da1-4cb3-914e-08d79844a583,USR_97850,ddcebbc38e0a3102077abea5a7bf2853,DEV_12786,101.172.62.55,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/transfer,POST,677,ACC_97850,ACC_05007,2000,TRANSFER,200,00,455,739,2
2025-08-21 21:38:15.000,2df2aa7a-fef6-4a9b-b173-303a3ed86047,84a53112-26a3-4492-9716-f78e6a40ac08,USR_03886,87c1ac76f806bef9c3c1ba2a6f55ffed,DEV_26700,144.179.56.181,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/transaction/history,GET,600,ACC_03886,,,INQUIRY,200,00,388,4712,0
2025-08-21 07:53:08.000,1a14171a-0976-4ca7-9724-792e8b49dd87,b88e799e-a25e-45c9-b922-0d592e01b399,USR_47802,648f737ac43132cdc86c2377d73daaeb,DEV_41028,199.17.124.196,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/transfer,POST,541,ACC_47802,ACC_05045,2000,TRANSFER,200,00,144,358,2
2025-08-21 09:57:54.000,889310cd-a264-40d3-a54f-3294ebc815dc,e95d595f-65ad-4a12-8f94-2578edd0e23d,USR_00345,73f110a9217bfaa7b8199a8f179c5376,DEV_26299,136.221.10.205,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/logout,POST,269,ACC_00345,,,,200,00,288,1473,0
2025-08-21 07:44:08.000,0ee48b8f-4bb6-456b-b45c-827b3df9f628,417a3f31-2d73-4202-87b6-7ac6e8caad24,USR_03014,74c0cd3c97c09951a158b3093c81b928,DEV_98022,77.81.69.151,MyBankApp/1.0.0 (Android 11),/logout,POST,437,ACC_03014,,,,200,00,363,806,0
2025-08-22 00:24:10.000,30b3ea19-fc73-4225-bed7-efda8beec147,e753aa3d-c6b6-4fbb-b280-1211f768141f,USR_03382,971bc4489187998c1d25fffd5b7e952d,DEV_72368,237.130.204.246,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/transaction/history,GET,1500,ACC_03382,,,INQUIRY,200,00,157,2998,0
2025-08-22 03:05:16.000,66e4cc3b-6cd1-45b6-b643-31668e72e323,56461b9e-3e79-47fe-b612-65966d0b74d7,USR_00742,6cf91237f1070c16348c2f2bef788b01,DEV_49315,235.144.136.191,MyBankApp/1.0.0 (Android 11),/login,POST,765,ACC_00742,,,,200,00,178,2766,0
2025-08-22 02:01:13.000,01a3e8c5-ce90-493f-b618-275836c711d2,e8a6932a-191b-41ec-869f-262bf3474b39,USR_04498,91e78eb17e98ec724924b0f8a56bfbb7,DEV_88879,149.215.231.170,MyBankApp/1.0.0 (iOS 15.0),/logout,POST,209,ACC_04498,,,,200,00,94,320,0
2025-08-21 08:15:32.000,804f2545-2ce4-4e03-b5ff-3e8561ecd1f3,070148a7-e070-4ec1-9331-e2e8134e3bc1,USR_46878,213cdfb4f90e93471765985f700fb695,DEV_43262,95.152.153.57,MyBankApp/1.0.0 (Android 11),/transfer,POST,1225,ACC_46878,ACC_05026,2000,TRANSFER,200,00,224,650,2
2025-08-21 21:15:03.000,d60e8ec7-e92d-482d-89a3-e6f838c3b128,1e68979f-c589-48bd-844b-60cbe944d012,USR_01698,986f30f9f8e851bb672b64d87bd94dbe,DEV_75382,237.27.4.217,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/logout,POST,1340,ACC_01698,,,,200,00,101,1985,0
2025-08-21 23:07:01.000,fd5bc427-06df-4efd-a3c6-c0ec6842b621,6892b092-16d8-4e89-bcf9-31f09e4a72f9,USR_04787,e43ef7b7143b9a9122712a49ff07f943,DEV_74691,2.197.8.114,MyBankApp/1.0.0 (iOS 15.0),/transaction/history,GET,1255,ACC_04787,,,INQUIRY,200,00,414,291,0
2025-08-21 07:48:04.000,e5a28e12-ce70-4035-8c68-62cb7bb905c5,14505b3a-af01-4d35-b80d-23eb4b1d2a91,USR_05045,07fdd3525c5a109bdf6504055146fed6,DEV_48114,210.174.132.58,python-requests/2.28.1,/transaction/history,GET,182,ACC_05045,,,INQUIRY,200,00,39,507,1
2025-08-21 08:54:19.000,b9fb71b6-5e73-4d88-9fe1-6b884cc3cf87,08c525be-4d54-4a0c-8cde-4956e3069fa7,USR_03601,b2fea13889334e5586dd86d34943f91b,DEV_15017,92.92.113.42,MyBankApp/1.0.0 (Android 11),/logout,POST,1424,ACC_03601,,,,200,00,461,3777,0
2025-08-21 07:45:40.000,2619e67e-6df6-494b-8d52-00a44526e026,1cc73423-0a85-40b4-a282-3552fd3a0c1d,USR_05025,b3603c2b467da15c1d2f0f1c536f4cee,DEV_86320,34.252.195.245,python-requests/2.28.1,/transaction/history,GET,273,ACC_05025,,,INQUIRY,200,00,89,818,1
2025-08-21 08:13:41.000,0f668e22-c7c4-4afb-a157-5bb8e149ca90,19b39a61-9be1-463f-bf53-f0984b0c59d0,USR_05033,c1d2a5ef68267ad32e0dca2279ae1de2,DEV_64502,104.243.187.15,python-requests/2.28.1,/transaction/history,GET,199,ACC_05033,,,INQUIRY,200,00,32,656,1
2025-08-21 18:25:36.000,9f49a471-d5c3-4f17-bd7a-4f6175252eac,715035f9-6cac-42f9-8d54-fe4681f62bf5,USR_03052,3f5e7aadb3e735d11d921c0296d780e2,DEV_61111,155.59.203.24,MyBankApp/1.0.0 (iOS 15.0),/transaction/history,GET,567,ACC_03052,,,INQUIRY,200,00,403,2570,0
2025-08-21 07:36:55.000,fe39934c-c22e-4ccc-93de-8d312d6be486,3d34effb-e369-4c9b-af5d-5c66f7a7aa44,USR_05041,86216eeb14d9e297191c48fdcd3fde11,DEV_94649,13.178.81.117,python-requests/2.28.1,/transaction/history,GET,101,ACC_05041,,,INQUIRY,200,00,58,1660,1
2025-08-22 04:15:43.000,36222f98-4db8-4647-a9db-d27c8e1627ab,c453effa-c97b-46f8-9a6e-a2aa71213542,USR_00708,9c48224aa73f7546a69d7fdc33252c32,DEV_66440,155.102.96.61,MyBankApp/1.0.0 (Android 11),/logout,POST,1873,ACC_00708,,,,200,00,114,4040,0
2025-08-21 07:46:45.000,4414b0ee-fe47-4578-a309-daf377266313,73f48558-38ae-4df3-895e-54d028eaea46,USR_05022,c71582d7bcc81285f968b602c62021e3,DEV_92593,5.181.99.188,python-requests/2.28.1,/transaction/history,GET,179,ACC_05022,,,INQUIRY,200,00,22,1143,1
2025-08-21 07:53:47.000,f6ad5376-5129-4f61-ba19-fd7a941e1426,6ae2191c-3b2a-4977-8ca5-9c427d85b25e,USR_05029,74208f004f2722d8629e4630c60b0361,DEV_99506,207.228.252.229,python-requests/2.28.1,/transaction/history,GET,180,ACC_05029,,,INQUIRY,200,00,79,1082,1
2025-08-22 00:44:58.000,22a23913-2dd8-4a62-81dc-0ca9e272ee61,3e081117-b017-4ee2-90c2-1f2bfb3a1253,USR_03025,1887afeb3a7580a32ddb08f82318679e,DEV_93090,40.148.3.158,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/balance,GET,1517,ACC_03025,,,INQUIRY,200,99,425,3094,0
2025-08-21 09:38:28.000,7e0802a5-2c9f-4969-aafc-50f62afd1377,152faad1-f390-4601-b7ed-431af8c8a8c8,USR_04416,39f812ccc6e324963d24b73451a1bda2,DEV_14282,173.116.186.223,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/balance,GET,1722,ACC_04416,,,INQUIRY,200,00,327,1893,0
2025-08-21 08:25:11.000,c00079d3-b6b7-4015-9512-67a22331fb13,b8ce37ce-a0d4-40d4-b5a1-8b56a2caef58,USR_62109,485870683a850ba81c5312da978509cf,DEV_33439,49.241.199.149,MyBankApp/1.0.0 (iOS 15.0),/transfer,POST,725,ACC_62109,ACC_05018,10000,TRANSFER,200,00,265,584,2
2025-08-21 08:04:57.000,72734f67-dd41-46af-9772-f23b2e2a616a,d96566a6-2189-4389-ae24-30bf47004f88,USR_05043,16ea5d82a6e2f9af736f364f2640efd3,DEV_87992,99.175.104.100,python-requests/2.28.1,/transaction/history,GET,210,ACC_05043,,,INQUIRY,200,00,92,1953,1
2025-08-21 21:17:13.000,6daf9b6f-a5c2-42a4-935f-0b03ed7827fa,59421a0b-7ae1-4fbf-a3a2-3d7ed4a1f5ac,USR_01474,349ad564d10db97b566c10a95e33fe7c,DEV_36465,190.4.46.125,MyBankApp/1.0.0 (Android 11),/balance,GET,1322,ACC_01474,,,INQUIRY,200,05,225,3017,0
2025-08-21 13:01:44.000,df8c247c-01cd-4c9f-8d9f-70b1013dd08b,a49b95aa-6ab2-4b67-a44c-a7bd55c175d8,USR_00071,1f511e8e4e36457efb1fa1b7e7f4cc1d,DEV_79163,138.234.169.48,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/login,POST,720,ACC_00071,,,,500,00,59,776,0
2025-08-21 20:08:50.000,72f93dab-e2e9-4921-b277-194a9942fd6f,56774daa-3eb3-4a05-8529-f81f21d69285,USR_03433,cea8cbe72305f80ee054f10cdc236894,DEV_66618,50.137.89.27,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/balance,GET,1697,ACC_03433,,,INQUIRY,200,00,100,1881,0
2025-08-21 07:21:44.000,5ec66708-66e9-4f30-a553-90f48a0bd6a2,3b13963d-2d08-43d6-82ec-5f4e73dd01fb,USR_05012,79ddc2f693a246093703823e21fbad13,DEV_87989,246.161.217.94,python-requests/2.28.1,/transaction/history,GET,126,ACC_05012,,,INQUIRY,200,00,18,1361,1
2025-08-21 23:12:26.000,aadbe978-521d-4e86-8c58-6e26f801ada1,15876ff4-9dc1-4dfc-a372-83c8d3c9952c,USR_03007,9fae3fd1424a041c1708fc2dfa429d35,DEV_45830,77.25.238.204,MyBankApp/1.0.0 (Android 11),/transfer,POST,963,ACC_03007,ACC_61851,8728000.0,TRANSFER,200,00,158,2042,0
2025-08-21 08:47:12.000,a3e4bcc5-01f1-47cf-92b8-e26a66916567,e3be4d68-dee4-49d6-8506-fa4f240f56dd,USR_74330,a11cff50a310f9cb9d7b89c2c3fc96d4,DEV_13421,38.8.184.96,MyBankApp/1.0.0 (iOS 15.0),/transfer,POST,886,ACC_74330,ACC_05044,1000,TRANSFER,200,00,232,518,2
2025-08-21 07:38:40.000,78abd03d-0809-4ff0-a595-6629e76585d5,7709fa75-8ce2-460f-b9a2-a1ffd4ac03ed,USR_05045,0a9ae48f17e3f4894e8809b0119adc4b,DEV_38118,167.187.177.170,python-requests/2.28.1,/transaction/history,GET,252,ACC_05045,,,INQUIRY,200,00,57,756,1
2025-08-21 08:46:45.000,fa0da7bb-0456-4a15-84b3-fe0b0f3bb163,30701003-8188-41df-8949-ec71b6c23bd0,USR_04342,ae9a5ff37fd7fd994c78aa76e17de5e8,DEV_94211,44.43.182.164,MyBankApp/1.0.0 (iOS 15.0),/transfer,POST,1622,ACC_04342,ACC_53956,9583000.0,TRANSFER,200,00,448,2455,0
2025-08-21 18:39:35.000,619b9a13-5370-4b29-bb27-823b0ba6fa4b,41827d5b-0565-4522-b210-a2a71c9f9144,USR_02016,4fbc753b38e0c0157759d92f0c5ee049,DEV_73782,34.220.204.165,MyBankApp/1.0.0 (iOS 15.0),/balance,GET,1272,ACC_02016,,,INQUIRY,200,00,430,2940,0
2025-08-21 13:49:53.000,ff7689b6-ec17-45cf-ad81-61da776d9805,ee1ef4ba-ca76-4f8f-a55c-d99e7fb20203,USR_02770,fd2deba08bdf72c537db7e4d67e643ae,DEV_33437,160.191.11.231,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/transaction/history,GET,327,ACC_02770,,,INQUIRY,200,00,68,2724,0
2025-08-21 09:29:56.000,8749208d-4796-4290-a48a-0f91f5010fbc,5b622eb4-64c3-41b9-b41d-245cbbbd4bc8,USR_01055,1462ced977827b8f8cb4204d64510d95,DEV_10680,254.109.147.59,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/transfer,POST,1822,ACC_01055,ACC_62971,6585000.0,TRANSFER,200,00,467,1375,0
2025-08-22 02:28:33.000,aff039e3-81bc-47ac-9da4-712abf88cf0a,1e338018-ae6f-4df9-95ca-5a3ff4716e03,USR_01627,28c04e31bcea2ca2027976532ed608c1,DEV_40298,98.43.153.206,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/transfer,POST,672,ACC_01627,ACC_30194,6465000.0,TRANSFER,200,00,356,1969,0
2025-08-21 19:35:07.000,d14a2e4e-e757-4d2e-926b-b3ea3263f278,866f811d-25a0-4f0f-9aeb-064aa9fdbb6e,USR_02679,8bf7e9ae6b1894072d889b1ca2919a87,DEV_83100,74.149.33.112,MyBankApp/1.0.0 (Android 11),/balance,GET,627,ACC_02679,,,INQUIRY,200,00,301,1047,0
2025-08-22 05:16:02.000,855a5389-2732-4741-b4c7-af007d509b24,db625e85-9573-4bae-9396-e9114a5ddf03,USR_03785,2c76c18bb898b4d8835d05c77526dc18,DEV_30280,174.122.79.11,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/transfer,POST,1028,ACC_03785,ACC_76036,7652000.0,TRANSFER,200,00,215,2134,0
2025-08-21 07:05:40.000,d931fa85-1d60-417c-b44b-2c6960845994,52016a40-e0dd-4c76-9eac-6d6f40b0309a,USR_99310,46f975399439265644ade1e05c2bb883,DEV_33882,20.141.138.43,MyBankApp/1.0.0 (iOS 15.0),/transfer,POST,1481,ACC_99310,ACC_05043,2000,TRANSFER,200,00,454,489,2
2025-08-21 23:00:18.000,e24e3155-3fe6-42db-b356-a886fda7b392,9fc3c1b4-0bd7-4431-9a2a-5e03795af940,USR_02409,7634f957a212dc49a58ced313b968608,DEV_84839,199.41.125.251,MyBankApp/1.0.0 (Android 11),/transaction/history,GET,504,ACC_02409,,,INQUIRY,200,00,254,4916,0
2025-08-21 16:01:29.000,e1670c0a-f2bb-44fe-a66c-2990c2d1e197,44e8f4b0-cc1d-4871-9488-53c19c942b09,USR_01317,205055b283a83fe2f4e83b6489444030,DEV_65026,246.208.60.72,MyBankApp/1.0.0 (Android 11),/logout,POST,282,ACC_01317,,,,200,00,459,3931,0
2025-08-21 08:27:23.000,ccc154ce-fca3-4bcf-891e-9bc634b793f9,2fb9b33b-ade1-4486-8234-5550cb4fe498,USR_13547,45dbe7aa535af26e379251d42f271f9d,DEV_97500,94.172.156.132,MyBankApp/1.0.0 (Android 11),/transfer,POST,747,ACC_13547,ACC_05006,1000,TRANSFER,200,00,487,604,2
2025-08-21 22:13:51.000,323b85ca-29a0-4178-8747-f59031c6a55a,be3b936f-e51a-42ab-b777-f12b277e858f,USR_04130,49484e8bae06bb20b86051e84f80c9e3,DEV_73284,148.167.9.142,MyBankApp/1.0.0 (Android 11),/transaction/history,GET,1617,ACC_04130,,,INQUIRY,200,00,440,4447,0
2025-08-21 08:50:50.000,59235066-94d4-4e9f-8d3d-efd1979148e1,e74f84a2-abdb-42cd-ae27-0a712659b52b,USR_43493,af1eabb1c161039aaaa339da981c342c,DEV_41236,189.145.26.220,MyBankApp/1.0.0 (Android 11),/transfer,POST,1171,ACC_43493,ACC_05049,10000,TRANSFER,200,00,461,688,2
2025-08-21 21:04:11.000,83d1c0bb-2c2b-4297-9132-a74b2bd4616d,65eb242a-1f3b-49a7-a55c-cfbad09b83d8,USR_01559,5b438003b0049bdac5d54cb7b44f02c0,DEV_58717,16.63.8.185,MyBankApp/1.0.0 (Android 11),/transaction/history,GET,1089,ACC_01559,,,INQUIRY,200,00,223,1898,0
2025-08-21 15:31:14.000,9009088c-cd2c-4c23-8165-a81956460188,62d5bfea-b80f-4327-b94b-40528bb19600,USR_02093,95ded9cc642575cb50923517a1e3fb26,DEV_46977,32.74.23.81,MyBankApp/1.0.0 (Android 11),/login,POST,774,ACC_02093,,,,200,00,66,442,0
2025-08-21 11:17:21.000,b6282bf7-f15f-4e41-8337-c49f0770a1e4,6b96d4c5-e215-477a-b82e-a6e80a7e8827,USR_00105,dcab672872751ae7bbb3ac4414431429,DEV_62565,181.90.67.42,MyBankApp/1.0.0 (iOS 15.0),/transfer,POST,1672,ACC_00105,ACC_20034,4781000.0,TRANSFER,200,00,490,984,0
2025-08-21 08:12:41.000,b7080cb9-1116-4a72-a047-bf31206ed6e1,ae78d3be-cc64-4c93-942a-21ef63f364d8,USR_41890,16c6a258477e79b50f11eb75ee27c8a6,DEV_10342,104.135.198.5,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/transfer,POST,1181,ACC_41890,ACC_05021,2000,TRANSFER,200,00,424,773,2
2025-08-21 22:57:19.000,ee5953f6-771b-4497-8c31-3b90db6ef51d,87ed8ebf-f759-4b81-84ee-2b48e53f0884,USR_02014,aa3bf08c0d1b4ea0f5265908e20e4593,DEV_11276,178.210.174.75,MyBankApp/1.0.0 (iOS 15.0),/transaction/history,GET,790,ACC_02014,,,INQUIRY,200,00,233,932,0
2025-08-21 07:05:41.000,e589261e-2888-499b-851b-75cdf335f113,5fecface-7da3-4c8c-95c2-f717c3e1ddee,USR_04605,367db84c4cf77235234e4ff2dd0d1cbf,DEV_32377,43.192.185.243,MyBankApp/1.0.0 (Android 11),/transaction/history,GET,1473,ACC_04605,,,INQUIRY,200,00,368,2787,0
2025-08-21 08:21:50.000,3ddfeddd-2db3-4597-a130-1b89e23aaeb7,4d091389-8243-48b6-a559-5bd2db7e2ee8,USR_99948,4b446d3271f26b6b0fa217a6cc268ce8,DEV_10024,178.44.66.30,MyBankApp/1.0.0 (iOS 15.0),/transfer,POST,999,ACC_99948,ACC_05025,10000,TRANSFER,200,00,252,820,2
2025-08-21 16:47:56.000,bc762e2d-e699-4141-b6f8-cce85dc8c271,336a18be-6329-44fc-b422-a95e6c25c5de,USR_03003,c56740aa58a6e2682d3c9af1d9ea838e,DEV_16230,13.128.126.48,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/login,POST,1758,ACC_03003,,,,200,00,390,1235,0
2025-08-21 07:43:23.000,992f157c-f9fd-445e-af03-9dfde8faa2b1,42ad44a5-88b5-49be-a704-2b80724d5b36,USR_02149,9ce5aad5df0b23b0749350a723dd92fe,DEV_18302,41.69.17.127,MyBankApp/1.0.0 (Android 11),/transfer,POST,396,ACC_02149,ACC_80285,7824000.0,TRANSFER,200,00,415,4327,0
2025-08-21 07:50:17.000,9cead385-605a-4fa5-845f-3e73353dfd98,09d4631f-b74e-4424-aca9-a57e6cf91254,USR_05008,a165529ceaf9a90422364286210b142c,DEV_11873,190.81.76.89,python-requests/2.28.1,/transaction/history,GET,289,ACC_05008,,,INQUIRY,200,00,48,1915,1
2025-08-21 08:34:05.000,f70b658a-f59c-4264-bebc-5c8db023b94e,7a35b8ab-7cb0-4c80-8591-c0c26c6cf39e,USR_92790,7d1c50cc37b4e72fa0a38ba5ba5506f6,DEV_26030,161.142.177.36,MyBankApp/1.0.0 (iOS 15.0),/transfer,POST,743,ACC_92790,ACC_05003,1000,TRANSFER,200,00,423,925,2
2025-08-21 12:29:58.000,c6493a9e-2856-4550-9121-1dc7b982b397,907a10ed-4ac9-45e6-88ba-4e285ea29dd5,USR_04122,f2f30d47d5fbcb3e20954740d806a690,DEV_19814,21.13.110.133,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/login,POST,262,ACC_04122,,,,200,00,195,2542,0
2025-08-21 17:29:46.000,30ee519b-1a6d-49a6-b8e6-ea440ea0cd06,1c0c5643-7125-4f9e-95f5-50a13e62791c,USR_03028,f7f2ed1913f9b6d7b0c78964804956d0,DEV_43612,247.37.99.246,MyBankApp/1.0.0 (Android 11),/login,POST,1450,ACC_03028,,,,200,00,94,1398,0
2025-08-22 06:38:35.000,40079197-3c88-4507-90f2-2764d57c4e4d,74a0bb04-dbc8-4a2a-ae55-acbcb9e0a47a,USR_02420,fcc7be59980414990b400ebed5ba098a,DEV_34931,64.64.242.157,MyBankApp/1.0.0 (Android 11),/transaction/history,GET,973,ACC_02420,,,INQUIRY,200,00,224,4718,0
